,pct,year,BNFCode,BNFName,TotalItems,TotalCost
9385,07P,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,12811,19572.689999999995
9386,10C,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,5574,8817.789999999999
9387,AC6,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,1,1.58
9388,09D,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,14759,28248.769999999986
9389,11J,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,88308,137499.31999999992
9390,04V,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,35945,111821.69999999995
9391,RXA,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,18,12.250000000000002
9392,05R,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,26613,37909.96000000002
9393,05Q,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,16732,37126.39000000001
9394,09H,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,9365,13773.979999999998
9395,08K,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,10405,15769.280000000006
9396,5P1,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,6,9.96
9397,NDJ,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,14,8.860000000000001
9398,09P,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,23141,32906.26000000001
9399,06A,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,19037,31647.459999999995
9400,08L,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,9761,15533.689999999997
9401,5NE,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,16,16.45
9402,11E,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,17895,26735.31
9403,NYF,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,1,0.24
9404,08T,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,13167,19915.250000000015
9405,5NK,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,195,260.24
9406,09C,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,9955,13913.369999999995
9407,02X,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,34385,54107.11000000002
9408,10H,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,47,98.5
9409,04Y,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,13914,38254.96999999998
9410,13T,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,43624,78557.34
9411,04E,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,640,1210.0700000000004
9412,01X,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,19428,28052.620000000003
9413,07K,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,26546,33319.39
9414,5NY,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,6,2.8699999999999997
9415,15F,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,56842,87108.09000000003
9416,NMS,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,1,1.64
9417,06L,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,42308,63264.780000000035
9418,07V,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,16792,24465.75
9419,5QM,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,772,787.8100000000001
9420,ACD,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,3,2.62
9421,5F1,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,1,0.83
9422,5PL,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,1,1.64
9423,10V,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,15590,23588.179999999982
9424,NVE,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,27,16.45
9425,5A5,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,3,3.2
9426,09E,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,5613,7870.030000000003
9427,112,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,4,11.049999999999999
9428,04J,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,35149,98484.41
9429,5FE,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,16,10.65
9430,01Y,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,19703,32941.26
9431,06Y,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,25179,33801.83999999999
9432,5P9,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,99,131.02
9433,5PH,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,15,8.139999999999999
9434,00R,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,19189,28589.439999999984
9435,03D,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,18683,23069.829999999998
9436,05X,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,10021,16476.220000000005
9437,NTV,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,105,276.17999999999995
9438,RCD,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,33,29.379999999999995
9439,05N,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,22089,36195.31999999999
9440,5LA,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,62,140.72
9441,RWX,2012,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,17,19.709999999999997
9442,112,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,6,8.54
9443,01D,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,13292,19348.719999999983
9444,09E,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,4366,5591.870000000003
9445,NL1,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,2,0.73
9446,05J,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,8937,14881.929999999998
9447,10Y,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,759,815.08
9448,08J,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,8155,12321.1
9449,5LE,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,11,9.32
9450,01R,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,14861,17495.65
9451,06H,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,67427,73076.77999999991
9452,01T,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,15880,20379.100000000002
9453,AC6,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1,0.82
9454,5M3,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,65,91.82000000000001
9455,13T,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,27413,35105.79999999999
9456,00L,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,25315,31905.389999999996
9457,11J,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,79318,108615.19000000018
9458,01E,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,5460,9400.700000000006
9459,05D,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,310,550.9000000000001
9460,00Q,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,9167,10068.730000000005
9461,03E,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,14297,15271.479999999992
9462,03C,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,314,467.45000000000005
9463,5P6,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,11,16.619999999999997
9464,5P8,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1,0.86
9465,00T,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,19351,28685.100000000013
9466,07X,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,15188,20767.920000000006
9467,07R,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,7312,10118.070000000009
9468,5EM,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,143,362.6700000000001
9469,10H,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,61,132.78
9470,15A,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,29022,37324.55999999996
9471,10E,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,8927,11453.280000000002
9472,5F1,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1,0.84
9473,01Y,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,14749,20146.359999999993
9474,5QH,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,26,13.15
9475,NVE,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,18,7.71
9476,5M1,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,15,36.839999999999996
9477,,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,3606,4729.950000000002
9478,01K,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,29722,37827.899999999994
9479,5FE,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,6,2.6799999999999997
9480,08M,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,8181,8386.670000000004
9481,15F,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,47245,61819.99999999997
9482,99D,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,16121,15706.77
9483,5NV,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,2,1.18
9484,02W,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,904,1274.8699999999994
9485,11C,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,485,859.3200000000002
9486,11D,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,283,307.07
9487,05G,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,17903,21784.44
9488,5QQ,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,5,4.24
9489,02G,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,8041,11516.220000000005
9490,5NG,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,57,94.82
9491,06K,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,45091,47694.49
9492,08N,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,7815,12655.929999999991
9493,04L,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,13463,29985.820000000003
9494,NQ7,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,11,6.88
9495,5JE,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,99,125.46
9496,5PX,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1,1.65
9497,10L,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,12094,15705.879999999992
9498,5P5,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1,0.84
9499,03T,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,23675,26446.999999999985
9500,04Y,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,5621,7767.279999999996
9501,06F,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,29670,35213.81999999999
9502,15E,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,55803,94160.2
9503,00D,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,22538,26320.49
9504,06V,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,25620,27381.819999999978
9505,10X,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,11657,19227.179999999993
9506,02V,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1240,1585.9800000000002
9507,09Y,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,19329,34259.09
9508,02A,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,4695,8041.449999999999
9509,99Q,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,28040,40070.890000000014
9510,00V,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,12948,18725.579999999994
9511,ACD,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1,0.69
9512,07P,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,10880,14768.589999999997
9513,01F,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,9267,11089.319999999998
9514,11M,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,49922,59800.51
9515,03V,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1590,2339.2600000000007
9516,02N,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,11539,14482.690000000004
9517,01N,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,187,322.84
9518,09N,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,13021,17373.27
9519,10D,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,7420,10364.300000000012
9520,08A,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,10288,15899.390000000005
9521,RNU,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,11,7.359999999999999
9522,09G,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,44646,60293.05
9523,10J,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,15803,29604.660000000003
9524,5PC,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1,0.84
9525,03L,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,11034,17252.020000000008
9526,07M,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,16608,26239.28
9527,RY5,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,23,16.119999999999997
9528,RCD,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,21,14.71
9529,03X,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,4846,11793.919999999996
9530,5M6,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,32,73.4
9531,5D7,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,23,18.24
9532,08C,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,5888,9133.820000000002
9533,RXA,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,4,3.7600000000000002
9534,00P,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,22518,28652.009999999984
9535,07Y,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,10039,14325.51999999999
9536,05N,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,33030,55960.08999999996
9537,5MD,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,9,11.28
9538,5QN,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,58,96.00000000000001
9539,04R,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,3196,6697.160000000005
9540,06L,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,37700,48088.17999999999
9541,01C,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,20098,26367.00999999999
9542,03N,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,50913,77050.27000000006
9543,5QJ,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1,0.86
9544,5PL,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,2,2.5
9545,5PG,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,33,51.769999999999996
9546,99P,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,82196,101955.13999999997
9547,00K,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,19194,26214.04
9548,NTV,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,96,278.04
9549,08K,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,8856,12578.430000000024
9550,319,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,2,1.8399999999999999
9551,10M,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,508,756.06
9552,05R,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,24811,31369.710000000003
9553,03W,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,16135,23148.480000000007
9554,03M,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,11154,11010.67
9555,04N,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,11458,24980.29999999999
9556,5L1,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,304,282.78000000000003
9557,04H,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,13987,25130.789999999997
9558,10Q,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,39053,54440.96000000003
9559,RBL,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,3,1.72
9560,11X,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,46121,56078.94999999996
9561,06D,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,8198,17769.399999999998
9562,05H,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,15460,18827.770000000008
9563,04C,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,7477,11651.809999999992
9564,06P,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,8234,12195.109999999995
9565,99H,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,20493,33171.83
9566,RY7,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,13,7.89
9567,02Y,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,34885,38135.33
9568,5LF,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,3,2.14
9569,07N,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,10285,18157.16999999999
9570,08L,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,7432,10265.879999999997
9571,07T,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,5667,8849.539999999994
9572,09P,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,18911,22268.8
9573,06Y,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,23632,27039.46000000002
9574,07L,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,8707,9047.49
9575,09C,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,8702,10827.189999999993
9576,07W,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,11839,19621.180000000004
9577,NDJ,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,13,7.76
9578,5QC,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,129,190.43
9579,12D,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,15621,18636.60000000001
9580,NYF,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,2,0.45
9581,08P,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,9540,13020.41
9582,09W,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,23472,27058.41
9583,5NY,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,3,1.48
9584,08R,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,9231,13134.990000000007
9585,13P,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,581,864.1399999999998
9586,14L,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,26943,38637.20000000002
9587,04X,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,6,4.41
9588,11H,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1196,1723.5400000000002
9589,R1F,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,19,9.52
9590,5PV,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,3,1.9699999999999998
9591,5M2,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,735,1094.01
9592,RHA,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,6,2.67
9593,RYF,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,41,21.07
9594,04V,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,12283,19962.549999999992
9595,NTP,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,34,18.099999999999998
9596,5P9,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,81,104.32000000000001
9597,02F,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,11374,16775.440000000006
9598,11N,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,61174,88594.31000000008
9599,03R,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,24944,28019.86
9600,04K,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,20206,48542.55000000003
9601,05L,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,31551,46886.899999999994
9602,AKQ,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1,0.45
9603,03A,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,10643,13478.939999999999
9604,05P,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1951,2907.13
9605,11T,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,2267,3615.080000000001
9606,01W,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,21566,39262.87999999998
9607,99E,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,16411,21789.930000000026
9608,00M,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,24380,33288.73
9609,99C,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,13510,16634.580000000013
9610,5P1,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,2,3.31
9611,00X,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,7920,11672.010000000007
9612,08D,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,8760,11911.059999999994
9613,01A,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,23930,27599.410000000018
9614,03J,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,9179,10392.289999999997
9615,NQV,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,4,0.9
9616,04G,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,37481,39624.87999999999
9617,09J,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,16052,27570.070000000007
9618,5J2,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,16,15.269999999999998
9619,NLX,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1,3.28
9620,03Q,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,26695,33648.170000000006
9621,05W,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,21681,25904.409999999996
9622,09F,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,14038,19939.270000000004
9623,NEN,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,10,8.640000000000002
9624,00N,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,12913,15624.139999999996
9625,5K5,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,98,141.94
9626,11A,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,43862,64212.09999999996
9627,NMS,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1,1.69
9628,04M,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,8016,18672.7
9629,09L,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,10715,17278.84999999999
9630,05T,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,23546,30047.270000000008
9631,05A,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,37904,50935.27999999998
9632,NI3,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1,0.34
9633,00Y,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,3390,5213.320000000001
9634,11E,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,14784,18652.459999999995
9635,08X,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,10113,15071.450000000006
9636,01X,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,15844,17872.65
9637,RY2,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,65,46.29
9638,14F,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,1,0.45
9639,00F,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,175,277.36
9640,99M,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,12073,16504.749999999993
9641,08T,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,11727,16278.21
9642,5MX,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,38,36.76
9643,02R,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,8950,11332.799999999996
9644,02M,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,18997,22612.29999999998
9645,06M,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,18928,23554.81
9646,RNA,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,25,67.16000000000001
9647,06T,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,32656,37069.47999999998
9648,06A,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,15544,23706.700000000008
9649,99G,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,12877,20731.229999999996
9650,06W,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,12261,20192.37
9651,99F,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,15740,23138.200000000023
9652,03K,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,17141,19090.070000000003
9653,15C,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,50321,77670.40000000005
9654,5LA,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,48,114.57
9655,RWX,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,8,7.2
9656,02P,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,24374,31839.340000000004
9657,10A,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,2135,2432.340000000001
9658,02D,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,9471,9868.249999999998
9659,RYG,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,22,23.569999999999997
9660,02T,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,11683,15515.899999999998
9661,07K,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,24787,26608.19000000002
9662,RY6,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,22,24.250000000000007
9663,08W,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,6975,11597.06
9664,00R,2012,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,16683,20444.210000000003
