,chemical_code,chemical,month,TotalItems,TotalCost
401,0208020AA,Edoxaban,2017-09-01,9993,438579.6241899977
402,0208020X0,Dabigatran Etexilate,2019-03-01,39332,1873946.50649996
403,0208020X0,Dabigatran Etexilate,2018-03-01,39869,1857288.4273400167
404,0208020Z0,Apixaban,2016-07-01,141835,6394943.709999988
405,0208020AA,Edoxaban,2016-08-01,1186,59917.43000000007
406,0208020V0,Warfarin Sodium,2011-02-01,695148,1273860.430000001
407,0208020V0,Warfarin Sodium,2015-09-01,964764,1763008.7500000005
408,0208020V0,Warfarin Sodium,2015-01-01,962834,1820323.1799999988
409,0208020Y0,Rivaroxaban,2013-09-01,19944,951532.6000000003
410,0208020X0,Dabigatran Etexilate,2013-04-01,12245,677845.9499999997
411,0208020N0,Phenindione,2011-02-01,1666,119568.59000000004
412,0208020X0,Dabigatran Etexilate,2015-04-01,29392,1711144.3199999994
413,0208020H0,Acenocoumarol,2014-11-01,2877,14724.340000000004
414,0208020Z0,Apixaban,2012-08-01,7,265.88
415,0208020V0,Warfarin Sodium,2018-10-01,677530,763908.5678999994
416,0208020V0,Warfarin Sodium,2018-12-01,655673,720870.197819999
417,0208020V0,Warfarin Sodium,2018-03-01,727171,810751.4016200022
418,0208020X0,Dabigatran Etexilate,2014-10-01,27267,1572667.91
419,0208020V0,Warfarin Sodium,2010-12-01,821312,1482700.6299999994
420,0208020V0,Warfarin Sodium,2015-06-01,968408,1862632.6999999988
421,0208020V0,Warfarin Sodium,2012-03-01,850295,1426519.3700000008
422,0208020H0,Acenocoumarol,2016-01-01,2703,13140.17
423,0208020N0,Phenindione,2013-04-01,266,55921.090000000026
424,0208020AA,Edoxaban,2015-11-01,53,2507.5599999999995
425,0208020X0,Dabigatran Etexilate,2017-08-01,38969,1800584.27786999
426,0208020AA,Edoxaban,2017-06-01,6812,314755.21879000193
427,0208020X0,Dabigatran Etexilate,2017-11-01,39664,1847065.1991200666
428,0208020Z0,Apixaban,2016-04-01,119336,5373846.429999996
429,0208020AA,Edoxaban,2015-12-01,88,4773.3
430,0208020X0,Dabigatran Etexilate,2017-02-01,34201,1577828.3680500067
431,0208020H0,Acenocoumarol,2015-10-01,2938,14746.840000000007
432,0208020N0,Phenindione,2015-07-01,137,128564.61000000012
433,0208020X0,Dabigatran Etexilate,2013-08-01,16146,912350.7899999999
434,0208020H0,Acenocoumarol,2015-04-01,2977,14581.969999999996
435,0208020H0,Acenocoumarol,2013-03-01,3141,15551.639999999992
436,0208020H0,Acenocoumarol,2011-08-01,2507,12568.779999999997
437,0208020X0,Dabigatran Etexilate,2010-08-01,61,4535.229999999999
438,0208020Y0,Rivaroxaban,2017-04-01,247837,11155772.929040022
439,0208020N0,Phenindione,2018-04-01,60,95847.40183999999
440,0208020Y0,Rivaroxaban,2019-04-01,348789,16258707.367130123
441,0208020Y0,Rivaroxaban,2014-12-01,87465,4342350.6499999985
442,0208020Y0,Rivaroxaban,2014-06-01,48061,2327068.09
443,0208020V0,Warfarin Sodium,2015-04-01,964831,1850277.0999999999
444,0208020N0,Phenindione,2010-10-01,1671,107552.48999999998
445,0208020Z0,Apixaban,2014-07-01,12707,654622.1600000001
446,0208020N0,Phenindione,2012-01-01,1386,185766.68000000008
447,0208020N0,Phenindione,2011-09-01,1417,148225.42000000004
448,0208020N0,Phenindione,2014-05-01,152,42543.530000000006
449,0208020Y0,Rivaroxaban,2011-05-01,126,9621.089999999998
450,0208020X0,Dabigatran Etexilate,2017-03-01,39382,1812378.3222000059
451,0208020N0,Phenindione,2014-04-01,146,45578.96
452,0208020N0,Phenindione,2015-06-01,133,144413.18
453,0208020V0,Warfarin Sodium,2018-07-01,683695,670116.3855299948
454,0208020Z0,Apixaban,2018-04-01,348733,15765078.76992995
455,0208020V0,Warfarin Sodium,2017-09-01,769249,965434.3799000052
456,0208020N0,Phenindione,2017-05-01,75,142671.92176
457,0208020X0,Dabigatran Etexilate,2018-12-01,40573,1919590.155369978
458,0208020X0,Dabigatran Etexilate,2017-12-01,40318,1889595.1158200013
459,0208020Z0,Apixaban,2017-08-01,277197,12472820.395489942
460,0208020H0,Acenocoumarol,2018-03-01,2182,11279.442560000001
461,0208020N0,Phenindione,2016-06-01,92,169268.16
462,0208020H0,Acenocoumarol,2016-04-01,2854,14121.179999999984
463,0208020Y0,Rivaroxaban,2016-01-01,167137,7341471.660000001
464,0208020V0,Warfarin Sodium,2014-08-01,943059,1531390.09
465,0208020V0,Warfarin Sodium,2013-08-01,940599,1598920.1400000001
466,0208020X0,Dabigatran Etexilate,2014-01-01,19914,1134456.7500000002
467,0208020Y0,Rivaroxaban,2013-01-01,5319,246936.7
468,0208020N0,Phenindione,2012-08-01,282,53980.839999999975
469,0208020H0,Acenocoumarol,2016-12-01,2747,13609.649999999987
470,0208020Z0,Apixaban,2016-10-01,167327,7506900.320000025
471,0208020Z0,Apixaban,2012-06-01,2,189.64
472,0208020Z0,Apixaban,2012-10-01,3,142.39000000000001
473,0208020V0,Warfarin Sodium,2017-01-01,828629,1152367.6332899993
474,0208020V0,Warfarin Sodium,2013-10-01,963737,1582161.08
475,0208020V0,Warfarin Sodium,2014-11-01,917955,1690373.45
476,0208020Z0,Apixaban,2014-09-01,16333,848918.6199999992
477,0208020N0,Phenindione,2011-04-01,1074,86964.89000000004
478,0208020H0,Acenocoumarol,2014-10-01,3231,15637.73000000001
479,0208020N0,Phenindione,2013-01-01,282,56320.559999999976
480,0208020H0,Acenocoumarol,2011-05-01,2454,12528.519999999991
481,0208020AA,Edoxaban,2015-08-01,2,271.81
482,0208020Z0,Apixaban,2018-09-01,387008,17559388.01422996
483,0208020V0,Warfarin Sodium,2019-04-01,591655,800334.4407899954
484,0208020H0,Acenocoumarol,2019-04-01,1832,9561.36474
485,0208020Y0,Rivaroxaban,2016-08-01,222822,9897999.950000005
486,0208020AA,Edoxaban,2016-02-01,147,8704.76
487,0208020Y0,Rivaroxaban,2013-07-01,16700,783563.7900000002
488,0208020V0,Warfarin Sodium,2013-01-01,903206,1322220.2800000005
489,0208020H0,Acenocoumarol,2013-09-01,3041,15085.889999999994
490,0208020H0,Acenocoumarol,2014-09-01,3122,15598.33
491,0208020N0,Phenindione,2017-09-01,62,131185.93847
492,0208020X0,Dabigatran Etexilate,2016-06-01,34832,1591201.7899999993
493,0208020N0,Phenindione,2011-07-01,1310,127698.55999999998
494,0208020Y0,Rivaroxaban,2013-08-01,18539,883854.2899999998
495,0208020X0,Dabigatran Etexilate,2015-10-01,32318,1874029.730000001
496,0208020N0,Phenindione,2014-07-01,183,66869.39000000001
497,0208020N0,Phenindione,2013-10-01,143,41770.42000000003
498,0208020Y0,Rivaroxaban,2011-06-01,127,9627.650000000001
499,0208020Z0,Apixaban,2012-12-01,12,750.9099999999999
500,0208020N0,Phenindione,2017-04-01,60,104269.21694999999
501,0208020Y0,Rivaroxaban,2018-10-01,351949,16233767.098340012
502,0208020X0,Dabigatran Etexilate,2018-07-01,40214,1884789.7384799938
503,0208020AA,Edoxaban,2017-12-01,14795,655535.0760700027
504,0208020N0,Phenindione,2015-12-01,91,173176.16999999998
505,0208020Y0,Rivaroxaban,2015-06-01,124084,6227919.16
506,0208020V0,Warfarin Sodium,2013-07-01,952520,1625846.8700000003
507,0208020V0,Warfarin Sodium,2013-04-01,902298,1497051.6999999988
508,0208020H0,Acenocoumarol,2011-06-01,2452,12322.669999999998
509,0208020Z0,Apixaban,2013-05-01,396,21259.999999999985
510,0208020X0,Dabigatran Etexilate,2015-05-01,29084,1689093.9800000004
511,0208020N0,Phenindione,2015-02-01,97,29380.550000000007
512,0208020AA,Edoxaban,2015-10-01,24,1308.9500000000003
513,0208020AA,Edoxaban,2016-09-01,1550,76041.95999999998
514,0208020Z0,Apixaban,2016-05-01,123044,5520116.789999989
515,0208020Z0,Apixaban,2015-05-01,44117,2283272.169999999
516,0208020Y0,Rivaroxaban,2015-07-01,137561,6945753.989999998
517,0208020Z0,Apixaban,2014-08-01,13695,710416.2099999997
518,0208020X0,Dabigatran Etexilate,2016-10-01,35119,1603490.7800000007
519,0208020AA,Edoxaban,2018-02-01,16842,740262.7967400089
520,0208020Z0,Apixaban,2011-11-01,1,94.86
521,0208020V0,Warfarin Sodium,2018-08-01,696268,781716.3881000024
522,0208020N0,Phenindione,2018-08-01,57,100683.43175000002
523,0208020N0,Phenindione,2017-12-01,71,133948.10213
524,0208020N0,Phenindione,2018-06-01,54,120911.53834
525,0208020V0,Warfarin Sodium,2016-08-01,893704,1291010.4699999993
526,0208020Z0,Apixaban,2017-02-01,192703,8665964.752390005
527,0208020Y0,Rivaroxaban,2013-10-01,23650,1134588.2599999988
528,0208020N0,Phenindione,2012-02-01,1342,179986.3100000001
529,0208020Z0,Apixaban,2014-11-01,20990,1079491.1699999995
530,0208020N0,Phenindione,2010-09-01,1843,110601.28000000003
531,0208020H0,Acenocoumarol,2013-05-01,3291,16230.259999999997
532,0208020Y0,Rivaroxaban,2012-09-01,1726,79150.65
533,0208020X0,Dabigatran Etexilate,2011-01-01,86,7048.630000000002
534,0208020H0,Acenocoumarol,2018-09-01,1903,9855.644529999952
535,0208020AA,Edoxaban,2018-07-01,29415,1325190.361060006
536,0208020H0,Acenocoumarol,2018-08-01,2116,10754.732150000062
537,0208020Y0,Rivaroxaban,2017-08-01,287276,12999177.603989862
538,0208020X0,Dabigatran Etexilate,2016-03-01,33327,1508103.5300000003
539,0208020Y0,Rivaroxaban,2015-10-01,153340,7790924.649999998
540,0208020Y0,Rivaroxaban,2014-11-01,71300,3519939.2300000014
541,0208020Y0,Rivaroxaban,2014-05-01,46163,2249935.229999999
542,0208020V0,Warfarin Sodium,2012-07-01,844967,1419156.239999999
543,0208020V0,Warfarin Sodium,2012-12-01,904968,1250498.83
544,0208020H0,Acenocoumarol,2015-06-01,3007,14810.699999999988
545,0208020X0,Dabigatran Etexilate,2012-10-01,6569,358997.41000000003
546,0208020Z0,Apixaban,2012-07-01,1,47.61
547,0208020Y0,Rivaroxaban,2017-12-01,303631,13905838.494780183
548,0208020Z0,Apixaban,2017-11-01,307212,13846926.860900085
549,0208020AA,Edoxaban,2016-04-01,339,19929.21
550,0208020Y0,Rivaroxaban,2016-03-01,189121,8343072.800000004
551,0208020H0,Acenocoumarol,2016-11-01,2717,13726.039999999999
552,0208020V0,Warfarin Sodium,2015-05-01,939270,1799846.429999999
553,0208020X0,Dabigatran Etexilate,2014-08-01,24289,1391327.42
554,0208020Y0,Rivaroxaban,2012-12-01,4200,194077.53
555,0208020N0,Phenindione,2010-08-01,2070,127161.25999999994
556,0208020H0,Acenocoumarol,2011-03-01,2231,11387.279999999993
557,0208020Z0,Apixaban,2014-01-01,4505,233420.24999999997
558,0208020X0,Dabigatran Etexilate,2013-12-01,19504,1114463.8699999996
559,0208020Z0,Apixaban,2013-01-01,34,2193.48
560,0208020N0,Phenindione,2014-09-01,159,56553.68999999999
561,0208020N0,Phenindione,2018-11-01,58,109702.70434
562,0208020Z0,Apixaban,2018-06-01,373262,16906641.185439833
563,0208020Y0,Rivaroxaban,2016-09-01,228791,10183344.170000006
564,0208020Z0,Apixaban,2015-09-01,67364,3489946.549999995
565,0208020N0,Phenindione,2013-03-01,291,64904.02999999996
566,0208020Y0,Rivaroxaban,2017-03-01,271545,12275318.03756003
567,0208020Y0,Rivaroxaban,2011-12-01,108,8164.590000000005
568,0208020Z0,Apixaban,2019-04-01,461538,21087784.465380013
569,0208020N0,Phenindione,2019-02-01,53,99311.58723000002
570,0208020Y0,Rivaroxaban,2016-06-01,209453,9285549.250000002
571,0208020H0,Acenocoumarol,2016-05-01,2617,13060.019999999982
572,0208020Y0,Rivaroxaban,2017-02-01,232266,10400980.356269969
573,0208020V0,Warfarin Sodium,2012-02-01,783104,1312243.5500000017
574,0208020X0,Dabigatran Etexilate,2014-07-01,25233,1453705.7600000005
575,0208020X0,Dabigatran Etexilate,2013-02-01,9604,524016.11000000034
576,0208020X0,Dabigatran Etexilate,2014-04-01,21620,1233826.3000000005
577,0208020H0,Acenocoumarol,2013-11-01,3055,14993.150000000005
578,0208020Y0,Rivaroxaban,2012-08-01,1325,62836.08000000006
579,0208020H0,Acenocoumarol,2017-03-01,2577,12874.451780000012
580,0208020X0,Dabigatran Etexilate,2011-06-01,150,14047.48
581,0208020N0,Phenindione,2019-04-01,60,116541.04325
582,0208020X0,Dabigatran Etexilate,2017-05-01,38620,1792585.6541100172
583,0208020Y0,Rivaroxaban,2018-12-01,348294,16258585.120800123
584,0208020H0,Acenocoumarol,2018-01-01,2214,11202.172749999976
585,0208020Z0,Apixaban,2015-07-01,59219,3048010.6100000003
586,0208020V0,Warfarin Sodium,2012-10-01,889223,1220904.8599999999
587,0208020V0,Warfarin Sodium,2011-09-01,817316,1389970.3800000008
588,0208020V0,Warfarin Sodium,2017-04-01,774531,1052235.9391099992
589,0208020Y0,Rivaroxaban,2016-10-01,229201,10188959.69999994
590,0208020X0,Dabigatran Etexilate,2018-08-01,41244,1940548.2076300138
591,0208020AA,Edoxaban,2018-05-01,24706,1110266.0488400038
592,0208020N0,Phenindione,2016-09-01,84,130690.17
593,0208020V0,Warfarin Sodium,2016-06-01,917527,1348468.210000001
594,0208020Y0,Rivaroxaban,2015-12-01,178328,9171180.180000031
595,0208020V0,Warfarin Sodium,2011-06-01,786542,1305532.570000001
596,0208020H0,Acenocoumarol,2013-08-01,3226,15976.940000000017
597,0208020H0,Acenocoumarol,2015-05-01,2891,14319.339999999993
598,0208020Z0,Apixaban,2013-06-01,516,28938.78
599,0208020Z0,Apixaban,2013-09-01,1632,84538.7
600,0208020H0,Acenocoumarol,2012-06-01,2871,14062.599999999991
601,0208020N0,Phenindione,2012-05-01,862,166033.13999999998
602,0208020N0,Phenindione,2015-11-01,113,199187.90999999997
603,0208020AA,Edoxaban,2018-09-01,32686,1466349.027840037
604,0208020X0,Dabigatran Etexilate,2019-04-01,38786,1830456.9033999913
605,0208020AA,Edoxaban,2019-02-01,43783,1960436.5221200525
606,0208020V0,Warfarin Sodium,2017-08-01,796954,989072.7028200047
607,0208020X0,Dabigatran Etexilate,2017-06-01,39956,1855414.5804899852
608,0208020Y0,Rivaroxaban,2018-03-01,316658,14564807.402159885
609,0208020N0,Phenindione,2016-04-01,104,202463.97999999998
610,0208020X0,Dabigatran Etexilate,2015-12-01,34792,2042007.0799999998
611,0208020V0,Warfarin Sodium,2010-11-01,741059,1339611.8499999999
612,0208020V0,Warfarin Sodium,2012-06-01,815768,1330434.2699999998
613,0208020N0,Phenindione,2011-03-01,1531,106809.83000000002
614,0208020Z0,Apixaban,2013-12-01,3724,195633.5299999999
615,0208020X0,Dabigatran Etexilate,2014-02-01,18762,1066009.5400000003
616,0208020H0,Acenocoumarol,2011-11-01,2603,13237.249999999993
617,0208020H0,Acenocoumarol,2013-01-01,2735,12594.890000000005
618,0208020Z0,Apixaban,2017-10-01,295404,13286313.369030043
619,0208020AA,Edoxaban,2018-04-01,21752,963929.8316299957
620,0208020Z0,Apixaban,2019-01-01,452153,20576156.932980053
621,0208020X0,Dabigatran Etexilate,2018-05-01,40344,1889334.4727200354
622,0208020Z0,Apixaban,2016-02-01,96700,5002047.309999993
623,0208020Z0,Apixaban,2016-11-01,182850,8206913.900000036
624,0208020N0,Phenindione,2011-06-01,1534,159744.44000000012
625,0208020N0,Phenindione,2012-04-01,1085,200044.82
626,0208020Z0,Apixaban,2013-08-01,1297,66870.85000000002
627,0208020N0,Phenindione,2014-12-01,175,66679.20000000001
628,0208020AA,Edoxaban,2015-09-01,10,666.6699999999998
629,0208020H0,Acenocoumarol,2017-07-01,2305,11543.818149999966
630,0208020Y0,Rivaroxaban,2017-05-01,274676,12416197.044930099
631,0208020V0,Warfarin Sodium,2017-12-01,776121,985835.2369199952
632,0208020Z0,Apixaban,2018-05-01,371646,16880206.129219852
633,0208020V0,Warfarin Sodium,2016-07-01,887399,1288014.9299999997
634,0208020V0,Warfarin Sodium,2016-05-01,885288,1430537.8699999999
635,0208020AA,Edoxaban,2016-05-01,471,23188.299999999992
636,0208020Z0,Apixaban,2015-06-01,50583,2597498.4399999985
637,0208020Z0,Apixaban,2016-01-01,90482,4666319.600000006
638,0208020N0,Phenindione,2011-05-01,2306,246172.15999999986
639,0208020H0,Acenocoumarol,2012-12-01,3284,16130.109999999999
640,0208020Z0,Apixaban,2014-06-01,9883,506429.69
641,0208020Z0,Apixaban,2014-05-01,8788,457888.9600000001
642,0208020X0,Dabigatran Etexilate,2013-01-01,9350,516158.08000000066
643,0208020N0,Phenindione,2011-01-01,2010,147435.14000000013
644,0208020H0,Acenocoumarol,2012-07-01,3069,15083.240000000002
645,0208020N0,Phenindione,2017-03-01,72,149613.41265
646,0208020X0,Dabigatran Etexilate,2017-04-01,35776,1643116.2977599974
647,0208020X0,Dabigatran Etexilate,2018-02-01,36158,1685291.1782700056
648,0208020V0,Warfarin Sodium,2018-09-01,633471,711899.7932900048
649,0208020Y0,Rivaroxaban,2018-07-01,331117,15237582.325799989
650,0208020H0,Acenocoumarol,2018-11-01,1932,9721.469510000004
651,0208020Z0,Apixaban,2017-05-01,246597,11128851.84093012
652,0208020H0,Acenocoumarol,2018-12-01,1997,10325.694159999997
653,0208020Z0,Apixaban,2018-01-01,329791,14885798.905269975
654,0208020Y0,Rivaroxaban,2019-03-01,348902,16344143.267690003
