,pct,year,BNFCode,BNFName,TotalItems,TotalCost
6302,00L,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,13,615.0539799999999
6303,05T,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,27,1277.807
6304,07H,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,28,1324.9465100000002
6305,10L,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,16,840.53407
6306,01G,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,3,142.13803
6307,07H,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,48,2267.02726
6308,07M,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,29,1750.1240899999998
6309,03Q,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,39,1839.5993599999997
6310,04Y,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,48,2981.98301
6311,11N,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,50,2330.0453700000003
6312,03T,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,8,372.94878
6313,01A,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,20,935.29151
6314,08X,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,7,426.39288999999997
6315,05N,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,5,236.85949
6316,04D,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,9,521.13363
6317,05L,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,1,88.47894
6318,99F,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,1,47.2527
6319,15M,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,46,2254.92979
6320,10Q,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,38,1842.0997
6321,01E,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,21,1270.88091
6322,01A,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,62,2980.44522
6323,00J,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,19,897.44847
6324,08A,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,6,283.44014
6325,03F,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,13,615.31088
6326,09E,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,12,567.95424
6327,11M,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,42,2701.1343300000003
6328,05G,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,20,1029.76277
6329,15E,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,8,758.03822
6330,08N,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,7,538.5706299999999
6331,07L,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,9,425.15061000000003
6332,09D,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,4,188.93695
6333,15M,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,31,1461.0927400000003
6334,04C,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,18,1099.1673600000001
6335,05R,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,32,1610.5041899999997
6336,12D,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,22,965.3224699999998
6337,09J,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,7,426.36852
6338,01H,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,4,177.25687
6339,08F,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,3,189.23044
6340,08V,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,2,189.50783
6341,05R,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,97,4934.4254900000005
6342,15E,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,20,1734.9983300000001
6343,01D,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,2,94.55201
6344,03T,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,14,656.60678
6345,08N,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,4,354.1119
6346,RN3,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,1,44.22115
6347,14L,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,1,94.73163
6348,09G,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,2,189.45967000000002
6349,RY7,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,1,47.34424
6350,99A,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,1,47.3396
6351,01W,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,32,1715.5112799999997
6352,11E,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,8,378.9209
6353,15D,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,19,1135.69763
6354,07X,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,4,236.89045000000002
6355,07N,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,3,284.24246
6356,R1K,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,1,47.20193
6357,06K,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,41,1747.8785799999998
6358,02P,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,18,1606.3561899999997
6359,05W,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,12,566.78892
6360,08A,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,4,189.28258
6361,15E,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,24,2224.44569
6362,15N,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,19,837.00913
6363,03M,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,11,521.1837200000001
6364,01K,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,16,757.22461
6365,02M,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,8,366.83727
6366,15C,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,9,650.80206
6367,99J,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,11,521.13081
6368,04M,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,5,473.22328
6369,05T,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,6,284.22749000000005
6370,01V,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,1,47.37202
6371,11X,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,4,189.49765
6372,13T,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,3,236.79520000000002
6373,08E,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,3,283.37436
6374,06N,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,1,47.37202
6375,05T,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,32,1511.54573
6376,10Q,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,25,1182.79035
6377,10A,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,15,709.9294000000001
6378,06T,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,20,853.16893
6379,06N,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,1,47.2259
6380,00Y,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,3,142.00639999999999
6381,09P,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,1,47.3943
6382,03M,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,38,1990.5777
6383,00M,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,9,397.77531
6384,10J,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,39,2319.13893
6385,04K,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,3,142.13803
6386,10R,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,63,4136.154860000001
6387,05D,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,4,284.22497
6388,07W,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,2,189.50783
6389,05Y,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,5,258.28048
6390,04C,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,17,1002.75281
6391,12F,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,8,614.15306
6392,11X,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,12,566.8856699999999
6393,09P,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,23,1063.35957
6394,08D,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,3,132.83960000000002
6395,06P,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,2,189.45967000000002
6396,02A,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,47,2918.6212299999993
6397,06P,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,9,708.5490700000001
6398,10R,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,37,2611.8270499999994
6399,06Y,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,24,1133.57364
6400,99M,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,13,613.97801
6401,08C,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,28,1488.7693700000002
6402,99J,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,39,1836.37006
6403,05D,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,6,567.89723
6404,11N,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,67,2406.6634299999996
6405,13T,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,8,755.80388
6406,03D,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,85,4022.1824899999997
6407,07L,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,10,473.25525999999996
6408,04Q,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,19,900.01955
6409,05Y,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,8,732.4614899999999
6410,01K,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,8,378.89932
6411,06Q,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,30,1652.56081
6412,07N,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,23,1700.5580200000002
6413,07J,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,50,2368.39107
6414,04G,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,26,1218.86476
6415,99D,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,6,283.9836
6416,04K,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,9,425.18883
6417,09G,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,31,2086.3279099999995
6418,09J,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,30,1700.54353
6419,10J,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,9,473.72915
6420,01E,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,7,410.96352
6421,02F,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,20,1398.16561
6422,09X,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,5,472.23161000000005
6423,06Y,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,7,331.50354
6424,05W,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,3,142.13803000000001
6425,01X,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,41,1972.3865999999998
6426,03D,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,124,5856.64825
6427,05Q,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,22,1039.23294
6428,03T,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,19,897.77904
6429,01R,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,1,47.18588
6430,04V,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,13,614.11584
6431,00Q,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,26,1191.935
6432,08W,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,21,1278.01335
6433,05Q,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,18,851.8549499999999
6434,01V,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,2,94.69389
6435,NQ7,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,1,22.20254
6436,07M,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,26,1630.5399400000001
6437,07W,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,4,189.03993
6438,15C,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,33,2132.257829999999
6439,06P,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,9,662.65077
6440,03L,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,14,662.6615699999999
6441,04Y,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,14,805.3957800000001
6442,01G,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,15,708.58836
6443,05A,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,3,142.14822
6444,04M,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,4,377.74466
6445,06M,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,31,2054.6122
6446,99A,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,1,22.1218
6447,06L,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,1,47.33553
6448,05A,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,13,574.4645
6449,01V,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,1,132.31021
6450,14L,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,14,1074.4328799999998
6451,07Y,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,4,426.14320999999995
6452,13T,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,6,567.86529
6453,08R,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,7,661.28664
6454,06M,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,35,2366.4303499999996
6455,09A,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,5,615.29575
6456,05C,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,1,47.17541
6457,02H,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,35,1580.1023600000003
6458,05L,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,5,441.38745
6459,09D,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,9,317.45232
6460,10D,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,13,615.3162799999999
6461,06H,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,12,519.43981
6462,09F,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,3,236.85397
6463,00R,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,4,176.7432
6464,04F,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,1,47.28697
6465,99M,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,3,141.89964
6466,99D,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,1,11.0047
6467,03H,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,50,1064.31593
6468,07K,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,24,1137.1535099999999
6469,09X,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,5,473.05359999999996
6470,05N,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,25,1501.9162
6471,08Q,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,1,22.16677
6472,00N,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,11,1014.3636100000001
6473,08W,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,12,566.8453299999999
6474,09L,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,6,227.09445
6475,01H,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,15,929.0359500000001
6476,06K,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,33,1373.2509499999996
6477,12D,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,6,275.0582
6478,02H,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,10,455.3722599999999
6479,06Q,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,20,1041.9666000000002
6480,01J,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,3,132.96464
6481,03R,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,5,331.61166
6482,09E,2017,0208020X0BBACAC,Pradaxa_Cap 150mg,26,1228.2926300000004
6483,07J,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,186,8790.458190000001
6484,99H,2018,0208020X0BBACAC,Pradaxa_Cap 150mg,45,3547.2628500000005
6485,09W,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,4,354.1119
6486,10Q,2019,0208020X0BBACAC,Pradaxa_Cap 150mg,4,189.47285
6487,05H,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,96,464.90155000000004
6488,03W,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,58,326.83531999999997
6489,09P,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,96,468.37207
6490,06N,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,29,181.48228999999998
6491,08W,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,39,197.66933
6492,12F,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,5,55.79969
6493,11J,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,33,177.37689000000003
6494,03V,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,22,90.04339999999999
6495,06Y,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,14,81.48975000000002
6496,10V,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,14,94.57722
6497,00Y,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,321,1384.9361399999998
6498,01H,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,59,256.04292999999996
6499,04G,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,319,1471.8485900000003
6500,11N,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,90,535.6744600000001
6501,00M,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,23,120.06054
6502,02M,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,142,719.0555000000002
6503,00T,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,229,1097.6675799999998
6504,07T,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,6,20.9638
6505,09J,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,39,261.95927
6506,08T,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,87,342.82061
6507,09A,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,8,25.17376
6508,08C,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,15,98.32814
6509,06M,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,2,20.82677
6510,06P,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,4,17.21451
6511,99F,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,6,25.79314
6512,09G,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,16,62.17365000000001
6513,14L,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,151,886.6723999999999
6514,05H,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,31,141.86345
6515,11X,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,8,42.967729999999996
6516,04D,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,47,211.36299000000002
6517,07J,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,24,139.82933000000003
6518,01C,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,157,525.32605
6519,07R,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,20,103.8492
6520,00R,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,30,127.75777
6521,01W,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,145,660.01476
6522,15F,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,14,70.43683
6523,99D,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,7,44.58563
6524,08F,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,8,37.966359999999995
6525,02E,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,97,553.47794
6526,01E,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,243,1131.43002
6527,06A,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,147,840.7376
6528,06L,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,60,287.15161
6529,08F,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,22,135.49906000000001
6530,00P,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,8,68.55901
6531,06F,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,40,220.42728000000002
6532,00X,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,239,1066.4021700000003
6533,05A,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,398,1982.8078699999999
6534,10D,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,25,129.25115
6535,08K,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,7,38.69426
6536,15D,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,6,67.52699
6537,05T,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,1,8.58848
6538,06P,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,20,110.71751
6539,03D,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,14,74.99503999999999
6540,05Q,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,37,239.66533
6541,15E,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,241,1837.9696900000001
6542,00T,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,77,343.22521
6543,01K,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,44,238.97851
6544,05A,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,114,609.5323600000002
6545,03F,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,7,26.261549999999996
6546,08G,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,7,60.093199999999996
6547,08Y,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,8,50.93163
6548,06N,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,6,35.01253
6549,15N,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,69,300.36377
6550,02T,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,7,59.983920000000005
6551,09A,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,17,64.32218999999999
6552,05Y,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,253,970.1753499999998
6553,01J,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,81,295.52306999999996
6554,04F,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,5,17.27997
6555,02E,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,83,531.1876
6556,10X,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,20,136.13759000000002
6557,99E,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,5,42.92962
6558,00K,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,2,1.43257
6559,09L,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,10,67.80702
6560,04Y,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,86,389.5617099999999
6561,05G,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,41,183.84296
6562,11X,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,42,259.55173
6563,09N,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,9,47.21703
6564,06A,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,27,155.90485
6565,03Q,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,5,42.853179999999995
6566,04V,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,26,92.04837
6567,08V,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,2,25.778669999999998
6568,14G,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,1,8.59285
6569,15E,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,265,2118.61918
6570,08M,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,39,162.41352
6571,09F,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,113,619.06551
6572,99M,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,103,570.5520200000001
6573,01G,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,549,2459.985220000001
6574,01R,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,117,599.63885
6575,15M,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,112,614.6527800000001
6576,05N,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,120,1036.4926099999998
6577,08Q,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,5,21.48875
6578,00Q,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,132,439.66958000000005
6579,10R,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,18,107.10126
6580,07R,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,6,32.3071
6581,07H,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,14,68.24045000000001
6582,01V,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,31,224.16664999999998
6583,08V,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,6,77.26984000000002
6584,05W,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,12,55.381159999999994
6585,03J,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,1,1.40253
6586,02Y,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,1,4.30262
6587,01D,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,144,575.3743100000002
6588,02M,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,162,792.38076
6589,03L,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,54,245.00620999999992
6590,05T,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,18,101.36091000000002
6591,04G,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,83,353.16193999999996
6592,15D,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,3,33.80055
6593,99J,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,13,85.9317
6594,07L,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,21,120.28823
6595,05D,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,9,47.20880999999999
6596,04Y,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,18,92.33762999999999
6597,06T,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,22,110.7589
6598,08E,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,2,7.43075
6599,09P,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,102,485.17440000000005
6600,03K,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,10,42.98767000000001
6601,07N,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,104,617.3753200000001
6602,05T,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,9,60.10577000000001
6603,08F,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,24,113.17308
6604,09F,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,21,111.20790000000001
6605,07V,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,2,17.19001
6606,06K,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,78,327.08410000000003
6607,07P,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,7,18.74219
6608,04C,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,41,271.85846000000004
6609,08X,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,15,90.03958999999999
6610,04D,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,7,29.145529999999997
6611,06L,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,25,146.04405
6612,99A,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,73,271.89896
6613,99N,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,4,17.21668
6614,01J,2019,0208020H0BBAAAA,Sinthrome_Tab 1mg,24,87.85770000000001
6615,07M,2018,0208020H0BBAAAA,Sinthrome_Tab 1mg,21,75.18263
6616,15D,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,6,67.40802
6617,01J,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,101,338.67972
6618,07J,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,29,179.63868000000002
6619,NW0,2017,0208020H0BBAAAA,Sinthrome_Tab 1mg,1,4.28937
