,pct,year,BNFCode,BNFName,TotalItems,TotalCost
2515,NTP,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,7,4.31
2516,15F,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,8373,14861.65
2517,08A,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2014,4045.56
2518,02A,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1170,2450.16
2519,12A,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,37,96.5
2520,10K,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2718,5510.01
2521,99D,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2774,3535.68
2522,09C,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1743,2694.2
2523,05C,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,98,256.68
2524,13T,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3522,6099.37
2525,NQV,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,3.42
2526,00W,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,99,133.64
2527,00J,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3111,4911.78
2528,06Q,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,5353,7807.14
2529,01H,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4321,6360.3
2530,02P,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,269,398.9
2531,5LE,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,12,14.15
2532,03J,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1668,2592.87
2533,5NK,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,32,53.07
2534,00Q,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1006,1431.68
2535,5PG,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,8,9.99
2536,00V,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1297,2408.33
2537,04E,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,36,65.96
2538,01C,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1800,2943.89
2539,5PL,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,1.93
2540,01X,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2073,3007.15
2541,05F,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2745,3964.37
2542,11H,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,243,492.21
2543,,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,5906,9340.13
2544,05A,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3438,5731.04
2545,5QC,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,30,65.57
2546,5M1,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4,6.77
2547,07P,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2273,4154.24
2548,5LA,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,25,74.82
2549,08L,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1744,3343.39
2550,06V,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3550,4647.15
2551,02T,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2168,3747.81
2552,04V,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2457,5133.73
2553,5M3,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,7,10.23
2554,08N,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1599,3666.83
2555,99Q,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3883,7062.66
2556,99N,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,6994,11576.23
2557,09H,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,848,1447
2558,09L,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1786,3772.71
2559,5M2,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,16,35.95
2560,04N,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,9,31.57
2561,00C,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,749,1406.31
2562,06H,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,10453,14985.54
2563,05D,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,133,302.12
2564,RXA,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,2.41
2565,09N,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2266,4246.28
2566,05J,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1277,2635.91
2567,NI3,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,2.57
2568,08M,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2241,3324.76
2569,99K,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2043,3484.66
2570,07X,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1922,3454.96
2571,03F,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3279,4974.18
2572,02G,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,807,1382.28
2573,00P,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2195,3732.92
2574,02Q,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1775,2723.74
2575,02F,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2095,3879.78
2576,06L,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3939,6062.47
2577,01T,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1130,1762.72
2578,06K,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,8458,12108.76
2579,14L,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2344,4709.14
2580,15E,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,5678,10661.59
2581,05L,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2021,3589.22
2582,10A,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,363,585.37
2583,07G,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2089,3061.74
2584,01Y,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2435,4462.27
2585,10N,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,109,215.25
2586,00M,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1433,2337.05
2587,01J,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2200,2707.56
2588,5PD,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4,4.16
2589,01D,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1453,2729.24
2590,10X,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1989,4375.53
2591,5QH,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,5,11.44
2592,06P,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1401,2711.37
2593,10J,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,451,841.16
2594,04M,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,34,91.66
2595,NEN,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,1.22
2596,08W,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1351,3114.9
2597,5PH,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,0.98
2598,02Y,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,5225,7506.72
2599,02M,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1623,2419.59
2600,05H,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1034,1570.06
2601,07L,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1694,2539.5
2602,09F,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2835,5334.45
2603,5QJ,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2,0.66
2604,RYG,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,1.93
2605,05Y,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1092,2230.41
2606,03H,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1904,3423.39
2607,03D,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2224,3015.19
2608,99H,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2831,5794.57
2609,00X,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1323,2473.86
2610,07K,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3648,5051.49
2611,09Y,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2344,5651.08
2612,06W,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1619,3419
2613,08X,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2584,5200.53
2614,11M,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,8640,13428.94
2615,00D,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3756,5555.58
2616,5JE,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,6,7.79
2617,NW0,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,0.17
2618,11D,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,74,88.99
2619,07W,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2214,4935.71
2620,99C,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2004,3180.6
2621,RWX,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,0.08
2622,11T,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,333,670.67
2623,08R,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1902,3629.56
2624,10C,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,896,1880.68
2625,5NV,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,1.22
2626,07H,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,5250,6943.08
2627,5NE,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4,4.23
2628,RYF,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,8,4.08
2629,08J,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1475,3094.82
2630,11E,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2952,5101.39
2631,5PV,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,0.98
2632,99M,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2210,3996.98
2633,05V,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1442,2353.63
2634,5P9,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,61,65.72
2635,04L,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,9,14.8
2636,02X,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,658,1188.35
2637,10E,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1903,3271.4
2638,5M6,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,9,26.45
2639,07M,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2626,5719.71
2640,03K,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2838,3780.1
2641,05G,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3417,5419.38
2642,02E,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1648,3150.54
2643,04R,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1435,3600.92
2644,01G,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,420,825.59
2645,08Y,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1859,4217.24
2646,04Q,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1599,1997.46
2647,00T,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1051,1899.7
2648,07V,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3236,5892.81
2649,99J,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,7351,11347.96
2650,99G,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,685,1447.08
2651,03E,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2432,3581.49
2652,06N,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,5351,11295.74
2653,05W,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4024,6310.05
2654,07Q,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4350,9028.21
2655,04D,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2051,2778.1
2656,5FE,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4,3.79
2657,11A,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,7047,13102.07
2658,03C,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,62,126.81
2659,5C3,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,0.98
2660,99P,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,14194,23014.18
2661,01K,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3640,5899.39
2662,11J,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,7527,12219.49
2663,04F,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1423,3189.61
2664,04K,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,23,62.48
2665,09W,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,5250,8120.35
2666,RY5,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,0.98
2667,03M,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2323,3146.84
2668,03L,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1488,2616.99
2669,15C,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,8179,16555.6
2670,08H,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1340,3041.91
2671,08C,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1483,2981.78
2672,12F,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4700,7596.5
2673,08F,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2341,3762.48
2674,10Y,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,158,219.25
2675,07N,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1604,3711.01
2676,03Q,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3698,5996.42
2677,10L,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,718,1373.12
2678,13P,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,51,116.98
2679,5P7,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,0.12
2680,01N,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,15,29.6
2681,06F,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,5183,8131.89
2682,05T,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4125,6794.97
2683,00N,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1351,2205.8
2684,00L,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3548,5722.95
2685,5LF,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,6,5.31
2686,05P,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,201,403.95
2687,00R,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1586,2339.15
2688,11C,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,108,261.48
2689,5MD,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,6,6.36
2690,10V,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3238,6029.22
2691,00K,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2585,4652.47
2692,01A,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3357,5159.92
2693,05X,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,525,1111.41
2694,02R,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1659,2821.7
2695,11X,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,8134,12960.78
2696,10M,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,123,251.23
2697,08K,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2463,5168.15
2698,209,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,0.27
2699,10R,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1864,4197.52
2700,08G,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2780,4630.46
2701,03V,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,412,671.4
2702,10H,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,22,53.14
2703,01E,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1073,2318.46
2704,NLX,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4,8.27
2705,02H,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,147,309.01
2706,03W,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3522,6487.02
2707,NQ7,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,8,4.14
2708,07T,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1632,3309.33
2709,02N,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2294,3821.1
2710,01W,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,428,1021.49
2711,02D,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1701,2483.72
2712,10D,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1791,3284.83
2713,03G,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,47,69.84
2714,09G,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,8651,15779.56
2715,04Y,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,663,1169.87
2716,02V,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,283,410.37
2717,15D,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3687,7054.32
2718,NTV,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4,7.72
2719,04J,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1896,3606.47
2720,00F,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,14,45.9
2721,08T,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1630,3105.69
2722,5A3,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3,4.77
2723,07R,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1784,3521.03
2724,07Y,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2150,4047.11
2725,06Y,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3488,4860.05
2726,TAK,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,0.98
2727,09E,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1113,2134.56
2728,5K7,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3,1.67
2729,09X,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1923,3839.26
2730,RY7,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,7,4.11
2731,05N,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1014,1914.77
2732,NCN,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4,2.5
2733,5K8,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,3.42
2734,5K5,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,61,119.73
2735,05R,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3251,5363.27
2736,07J,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3046,4325.91
2737,06T,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3956,5753.88
2738,5NG,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4,4.16
2739,08Q,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2100,4790.6
2740,04H,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,195,352.38
2741,5P6,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,1.22
2742,03T,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3789,5655.41
2743,01V,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,784,1333.96
2744,RNU,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,6,4.14
2745,08P,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2003,3730.72
2746,06A,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1640,3324.36
2747,99E,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3108,5801.32
2748,00Y,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,937,1902.63
2749,NDJ,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,0.2
2750,15A,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,6840,11381.42
2751,5L1,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,73,129.84
2752,01F,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1205,1932.03
2753,10W,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,128,156.18
2754,5MX,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2,1.96
2755,99A,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,6110,8842.05
2756,RCD,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,5,6.34
2757,03X,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,71,148.74
2758,03R,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4769,7398.53
2759,06D,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,468,992.4
2760,08E,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2039,2959.77
2761,02W,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,63,88.86
2762,03Y,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,427,801.5
2763,08D,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2093,3649.9
2764,01R,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2663,4519.34
2765,14Y,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,6860,12410.99
2766,5P8,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4,4.88
2767,04C,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1886,3980.17
2768,99F,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1040,1961.88
2769,12D,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,2798,4702.67
2770,03A,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1587,2868.93
2771,03N,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1327,2475.65
2772,06M,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4946,8054.28
2773,09D,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1224,2738.41
2774,04G,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,8299,11883.3
2775,11N,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,4713,7281.08
2776,09P,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3338,5216.95
2777,NVE,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1,0.51
2778,R1F,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,3,2.77
2779,08V,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1488,2943.15
2780,05Q,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1344,2502.36
2781,09A,2010,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,1656,3365.26
2782,03T,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,40.63
2783,15F,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,121.87
2784,99E,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,2,81.38
2785,07K,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,142.15
2786,04G,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,121.9
2787,99F,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,7,581.19
2788,02W,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,40.65
2789,09E,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,40.63
2790,06P,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,28.48
2791,06Y,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,121.87
2792,04L,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,121.94
2793,07J,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,113.78
2794,06N,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,142.18
2795,09P,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,121.87
2796,01T,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,121.99
2797,12D,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,121.9
2798,99J,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,2,162.57
2799,07H,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,85.37
2800,11M,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,2,97.57
2801,03J,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,81.35
2802,11A,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,121.87
2803,99G,2010,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,2,243.84
2804,11N,2011,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,176,936.26
2805,08M,2011,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,28,189.29
2806,06A,2011,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,27,112.98
2807,01T,2011,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,61,329.81
2808,01H,2011,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,47,204.59
2809,08D,2011,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,82,427.85
